epochs,n_samples,losses/opt1/fit/coeff,losses/opt1/fit/value,losses/opt1/sparsity/coeff,losses/opt1/sparsity/value,losses/opt1/fit_all_on/coeff,losses/opt1/fit_all_on/value,losses/opt1/reconstruction/coeff,losses/opt1/reconstruction/value,losses/opt1/fit_all_half/coeff,losses/opt1/fit_all_half/value,losses/opt1/value,grads/opt1/grad_total_l1mean,grads/opt1/grad_total_l2sum,metrics/batch_index,metrics/batch_size,metrics/fit/mean_feature,metrics/fit/std_feature,metrics/fit/min_feature,metrics/fit/max_feature,metrics/fit/loss_fcons,metrics/fit/loss_add,metrics/fit/loss_rec,metrics/fit/loss_fcons_pre,metrics/fit/rec_fit_acc_loss_01_agg,"metrics/sparsity/sparsity_param_0_(5, 5)",metrics/fit_all_on/mean_feature,metrics/fit_all_on/std_feature,metrics/fit_all_on/min_feature,metrics/fit_all_on/max_feature,metrics/fit_all_on/loss_fcons,metrics/fit_all_on/loss_add,metrics/fit_all_on/loss_rec,metrics/fit_all_on/loss_fcons_pre,metrics/fit_all_on/rec_fit_acc_loss_01_agg,metrics/reconstruction/rec_acc_loss_01_agg,metrics/fit_all_half/mean_feature,metrics/fit_all_half/std_feature,metrics/fit_all_half/min_feature,metrics/fit_all_half/max_feature,metrics/fit_all_half/loss_fcons,metrics/fit_all_half/loss_add,metrics/fit_all_half/loss_rec,metrics/fit_all_half/loss_fcons_pre,metrics/fit_all_half/rec_fit_acc_loss_01_agg,metrics/episode_reward,metrics/fit_loss_smooth,metrics/graph_entropy_ma,metrics/graph_entropy_mf,metrics/max_element_ma,metrics/max_element_mf,metrics/nnz,metrics/non_sparse_fit_loss_smooth,metrics/threshold_action,metrics/threshold_annealer_threshold,metrics/threshold_features,metrics/|last_add_sparsity_gap,metrics/|last_mult_sparsity_gap,CausalModel,threshold_learner_feature,model,checkpoint_tune,checkpoint_size,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,config/name,config/base_dir,config/db_name,config/sources,config/log_sys_usage,config/_gin__mode__grid_search,time_since_restore,timesteps_since_restore,iterations_since_restore,perf/cpu_util_percent,perf/ram_util_percent,trial_id,experiment_tag,metrics/context_stats_steps_sampled_laps,metrics/context_stats_pending_refs,threshold_learner_action,metrics/context_stats_collect_time_s,metrics/context_stats_steps_collected_now,metrics/context_stats_steps_collected_laps,metrics/context_stats_collect_iters,metrics/context_stats_steps_collected,metrics/context_stats_steps_sampled,metrics/context_stats_collected_sampled_ratio,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,config/_gin__mode__choice
105.0,1000.0,0.33,9.49433422088623,0.04,19.01729965209961,0.1,9.35057258605957,0.029,9.091598510742188,0.0033,16.324207305908203,5.146405220031738,0.07667986156141932,6.463431237968469,0.0,-1.0,[0.0136125  0.21406397 0.1930892 ],[0.3414422 0.6717063 0.670098 ],-0.7365542054176331,1.8279696702957153,0.4853226840496063,1.1556494235992432,9.49433422088623,0.6434708833694458,1.0499999523162842,19.01729965209961,[0.0136125  0.21406397 0.1930892 ],[0.3414422 0.6717063 0.670098 ],-0.7365542054176331,1.8279696702957153,0.46037936210632324,1.1449016332626343,9.35057258605957,0.6171207427978516,1.0518571138381958,1.075085699558258,[0.0136125  0.21406397 0.1930892 ],[0.3414422 0.6717063 0.670098 ],-0.7365542054176331,1.8279696702957153,0.7119100689888,1.4408613443374634,16.324207305908203,0.8435088396072388,1.0932856798171997,5.850746154785156,14.636485099792484,"[0.0462402  0.00102118 0.00102118 0.00230552 0.00204315 0.00102118
 0.00515368 0.01120897 0.00664535 0.02577989]","[0.00102118 0.05476364 0.0579569  0.05540709 0.00102118 0.0555372
 0.05691412 0.05554314 0.00102118 0.05264936 0.01608195 0.01258439
 0.00102118 0.07012868 0.00866127]",1.0000404119491577,1.0000635385513306,17.0,14.764417648315428,0.994061683109043,0.001,0.10144023274851556,-0.1279325485229439,-0.00874066059239576,,,,,,0.2748250961303711,,False,,,106,275eba22e1184313ab0ea55b2f7518ce,2021-02-27_11-36-10,1614422170,36.51250147819519,8371,iccluster087,10.90.40.13,rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation,/home/sergei/causality-disentanglement-rl/results/rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation/2021_02_27_10_35_32__84975ca8-78e7-11eb-927a-90e2baa15230,causal_sparse,"['/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/rl_const_sparsity_obs_space.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/env_ve2_with_rew_done.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/ve2_modes_ablation.gin']",True,original,36.51250147819519,0,106,13.3,11.6,84975_00000,0__gin__mode__grid_search=original,1.23,17.0,,4.5299530029296875e-06,0.0,1.0206,0.0,102060.0,123000.0,0.8297560975609756,0.64,0.12176547658041272,0.68,0.12160170324271209,
44995.0,1000.0,0.33,0.06138015165925026,0.04,12.117082595825195,0.1,0.051010340452194214,0.029,0.368584543466568,0.0033,5.3929219245910645,0.538525402545929,0.014532903434632443,2.092537913728296,0.0,-1.0,[ 0.54088634 -1.970191   -0.8489937 ],[ 2.8675756 10.110802   6.5540886],-39.80096435546875,10.979424476623535,0.0030652014538645744,0.015818655490875244,0.06138015165925026,0.002493218518793583,1.0000284910202026,12.117082595825195,[ 0.54088634 -1.970191   -0.8489937 ],[ 2.8675756 10.110802   6.5540886],-39.80096435546875,10.979424476623535,0.003052693558856845,0.007732856553047895,0.051010340452194214,0.002494747517630458,1.0,1.0006571412086487,[ 0.54088634 -1.970191   -0.8489937 ],[ 2.8675756 10.110802   6.5540886],-39.80096435546875,10.979424476623535,0.004310626070946455,0.34036654233932495,5.3929219245910645,0.003479480044916272,1.0356570482254028,5.92307710647583,0.0912383124232292,"[0.05347297 0.05257502 0.00102118 0.05362093 0.00102118 0.05340541
 0.00102118 0.05355583 0.05206077 0.05329817]","[0.00102118 0.05248383 0.05317034 0.05399403 0.00102118 0.05337752
 0.0529181  0.05300093 0.00102118 0.00710574 0.00103051 0.00862477
 0.00757791 0.00102118 0.05212554]",1.0001271963119507,1.00102698802948,12.0,0.09229429811239243,0.09738879620730008,0.001,0.0973528129439566,-0.0010559856891632219,-0.011573928332483809,,,,,,0.3347504138946533,,False,,,44996,bcd7fc4ed7db469c8afcadbfbffc98dc,2021-02-27_14-59-05,1614434345,12151.406334400177,9865,iccluster087,10.90.40.13,rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation,/home/sergei/causality-disentanglement-rl/results/rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation/2021_02_27_10_36_31__a8033c0c-78e7-11eb-927a-90e2baa15230,causal_sparse,"['/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/rl_const_sparsity_obs_space.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/env_ve2_with_rew_done.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/ve2_modes_ablation.gin']",True,original,12151.406334400177,0,44996,,,a8033_00000,0__gin__mode__grid_search=original,,,,,,,,,,,,,,,
44995.0,1000.0,0.33,1.2103235721588135,0.04,5.219940185546875,0.1,0.30599740147590637,0.029,0.40554365515708923,0.0033,8.097892761230469,0.6772878766059875,0.035704082157061404,2.3951530077820884,0.0,-1.0,[ 6.7797093   5.6781054  -0.20344019],[8.556736  5.146603  4.3295054],-8.188767433166504,34.07697677612305,0.01797996647655964,1.026480793952942,1.2103235721588135,0.011819868348538876,1.000571370124817,5.219940185546875,[ 6.7797093   5.6781054  -0.20344019],[8.556736  5.146603  4.3295054],-8.188767433166504,34.07697677612305,0.026486428454518318,0.025100229308009148,0.30599740147590637,0.0196396317332983,1.000742793083191,1.0011141896247864,[ 6.7797093   5.6781054  -0.20344019],[8.556736  5.146603  4.3295054],-8.188767433166504,34.07697677612305,0.019036458805203438,1.1629831790924072,8.097892761230469,0.013122007250785828,1.0483428239822388,5.945205211639404,1.3309292793273926,"[0.05558278 0.05413983 0.00102118 0.05461587 0.05556689 0.05504681
 0.05574175 0.05556481 0.05542986 0.05463148]","[0.05547588 0.05540491 0.00102118 0.05467705 0.05574396 0.00102118
 0.05487523 0.00102118 0.05435241 0.05609294 0.09148999 0.10450883
 0.0543199  0.05531203 0.00102118]",1.000891923904419,1.0008472204208374,5.0,0.5485240817070007,0.09976157680175371,0.001,0.14724301826492656,0.7824051976203918,0.5878638405308758,,,,,,0.3451066017150879,,False,,,44996,8d0b6548ee224a25a4ebe792d84f9bf6,2021-02-27_15-01-07,1614434467,12273.80799460411,9929,iccluster087,10.90.40.13,rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation,/home/sergei/causality-disentanglement-rl/results/rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation/2021_02_27_10_36_31__a8033c0c-78e7-11eb-927a-90e2baa15230,causal_sparse,"['/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/rl_const_sparsity_obs_space.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/env_ve2_with_rew_done.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/ve2_modes_ablation.gin']",True,start_from_zero,12273.80799460411,0,44996,,,a8033_00001,1__gin__mode__grid_search=start_from_zero,450.13,5.0,,4.5299530029296875e-06,0.0,225.14625,0.0,22514625.0,45013000.0,0.500180503410126,,,,,
44995.0,1000.0,0.33,0.017009472474455833,0.04,18.064754486083984,0.1,0.012695321813225746,0.029,0.035171084105968475,0.0033,4.980360507965088,0.7469279766082764,0.0036320777659872468,0.49796692931161185,0.0,-1.0,[ 1.5026182 -0.6385457 -1.9275726],[5.222077 3.555933 4.469082],-11.639720916748047,12.625101089477539,0.0022403534967452288,0.006345829460769892,0.017009472474455833,0.0024425326846539974,1.0,18.064754486083984,[ 1.5026182 -0.6385457 -1.9275726],[5.222077 3.555933 4.469082],-11.639720916748047,12.625101089477539,0.002263306872919202,0.0017707506194710732,0.012695321813225746,0.0024615332949906588,1.0,1.0,[ 1.5026182 -0.6385457 -1.9275726],[5.222077 3.555933 4.469082],-11.639720916748047,12.625101089477539,0.024050293490290642,0.2936796545982361,4.980360507965088,0.0233002956956625,1.0327141880989075,5.888888835906982,0.02672288380563259,"[0.00102118 0.05308458 0.00102118 0.0537546  0.00102118 0.0537759
 0.00138296 0.05301858 0.05461423 0.05354323]","[0.00102118 0.00102118 0.00291149 0.00102118 0.00160194 0.00212792
 0.00102118 0.00102118 0.00213192 0.0174216  0.00313935 0.00107536
 0.05314325 0.00351186 0.00553329]",1.000044345855713,1.0000536441802979,18.0,0.026180353015661243,0.09847708340588031,0.001,0.09674132853555277,0.0005425307899713482,0.02030210488948033,,,,,,0.26290202140808105,,False,,,44996,1a196324518f456b9fcdcffcdb581d70,2021-02-27_18-55-59,1614448559,14209.949058294296,9866,iccluster087,10.90.40.13,rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation,/home/sergei/causality-disentanglement-rl/results/rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation/2021_02_27_10_36_31__a8033c0c-78e7-11eb-927a-90e2baa15230,causal_sparse,"['/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/rl_const_sparsity_obs_space.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/env_ve2_with_rew_done.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/ve2_modes_ablation.gin']",True,no_model_id_init,14209.949058294296,0,44996,,,a8033_00002,2__gin__mode__grid_search=no_model_id_init,,,,,,,,,,,,,,,
44995.0,1000.0,0.33,0.03775009885430336,0.04,18.065330505371094,0.1,0.041617121547460556,0.029,0.17918714880943298,0.0033,6.251348972320557,0.7650583982467651,0.011675276498361451,0.827508031730476,0.0,-1.0,[-0.26248097  1.0811688   0.04142789],[9.4908695 6.512563  6.1508107],-32.972511291503906,20.889863967895508,0.0027193687856197357,0.0038909628055989742,0.03775009885430336,0.0020377731416374445,1.0000284910202026,18.065330505371094,[-0.26248097  1.0811688   0.04142789],[9.4908695 6.512563  6.1508107],-32.972511291503906,20.889863967895508,0.0027185373473912477,0.004584859125316143,0.041617121547460556,0.00203939457423985,1.0000284910202026,1.0008285641670227,[-0.26248097  1.0811688   0.04142789],[9.4908695 6.512563  6.1508107],-32.972511291503906,20.889863967895508,0.0030871874187141657,0.31608787178993225,6.251348972320557,0.0022133009042590857,1.0403141975402832,5.891891956329346,0.05669935047626494,"[0.05287937 0.00102118 0.0530459  0.00102118 0.0538424  0.00136284
 0.00102118 0.0527713  0.05362608 0.05286833]","[0.00102118 0.00105242 0.00102118 0.00102118 0.00431454 0.00209136
 0.00102118 0.00102118 0.00255319 0.00102118 0.00929678 0.00421157
 0.05423649 0.00144572 0.01076849]",1.000063180923462,1.0004441738128662,18.0,0.04648802429437638,0.097628109215697,0.001,0.0979989990943056,0.01021132618188856,0.1800959992683364,,,,,,0.2844583988189697,,False,,,44996,390609fd0c6648c9ae1af89968797927,2021-02-27_19-06-39,1614449199,14728.08329987526,9925,iccluster087,10.90.40.13,rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation,/home/sergei/causality-disentanglement-rl/results/rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation/2021_02_27_10_36_31__a8033c0c-78e7-11eb-927a-90e2baa15230,causal_sparse,"['/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/rl_const_sparsity_obs_space.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/env_ve2_with_rew_done.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/ve2_modes_ablation.gin']",True,single_feature,14728.08329987526,0,44996,19.1,16.3,a8033_00003,3__gin__mode__grid_search=single_feature,450.13,7.0,,4.291534423828125e-06,0.0,225.10845,0.0,22510845.0,45013000.0,0.5000965276697843,0.84,0.24516868653783164,0.96,0.19980347199475926,
44995.0,1000.0,0.33,0.0539727509021759,0.04,16.08521270751953,0.1,0.04284336417913437,0.029,0.15904417634010315,0.0033,6.173623085021973,0.6904890537261963,0.01639464995291903,2.5864670878259437,0.0,-1.0,[ 2.0485024   2.1917055  -0.23085378],[5.706431  4.5219646 5.0613513],-10.446015357971191,15.055991172790527,0.004202272742986679,0.007995632477104664,0.0539727509021759,0.004022234585136175,1.0001713633537292,16.08521270751953,[ 2.0485024   2.1917055  -0.23085378],[5.706431  4.5219646 5.0613513],-10.446015357971191,15.055991172790527,0.004181457217782736,0.0033794697374105453,0.04284336417913437,0.003982098773121834,1.0000856518745422,1.0005428194999695,[ 2.0485024   2.1917055  -0.23085378],[5.706431  4.5219646 5.0613513],-10.446015357971191,15.055991172790527,0.006811751518398523,0.31267884373664856,6.173623085021973,0.006426628213375807,1.0389713644981384,5.851851940155029,0.05226468667387962,"[0.00102118 0.05310482 0.05420506 0.00102118 0.00138243 0.05211055
 0.00102118 0.05192364 0.05363173 0.05393741]","[0.00102118 0.0544115  0.00282312 0.04968639 0.00217886 0.00102118
 0.00102118 0.00240618 0.00208985 0.0049636  0.00339257 0.00636273
 0.05395204 0.00419476 0.00487882]",1.000043511390686,1.0004976987838745,16.0,0.04669009521603584,0.09802750827453,0.001,0.09822299585365082,0.0055745914578437805,0.10666076489902311,,,,,,0.3045976161956787,,False,,,44996,dbe9dc279dea40eeb01fd6c025d1bb2e,2021-02-27_23-47-02,1614466022,17459.115001678467,9928,iccluster087,10.90.40.13,rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation,/home/sergei/causality-disentanglement-rl/results/rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation/2021_02_27_10_36_31__a8033c0c-78e7-11eb-927a-90e2baa15230,causal_sparse,"['/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/rl_const_sparsity_obs_space.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/env_ve2_with_rew_done.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/ve2_modes_ablation.gin']",True,two_features,17459.115001678467,0,44996,,,a8033_00004,4__gin__mode__grid_search=two_features,450.13,5.0,,4.0531158447265625e-06,0.0,225.1179,0.0,22511790.0,45013000.0,0.5001175216048697,,,,,
44995.0,1000.0,0.33,0.15187928080558777,0.04,9.159160614013672,0.1,0.1208881288766861,0.029,0.3795657455921173,0.0033,6.168336391448975,0.45993831753730774,0.03784499243945526,2.9873089418225853,0.0,-1.0,[-0.85101044 -0.534937   -1.7743301 ],[4.516676 3.434596 9.486758],-36.155006408691406,11.054607391357422,0.005604986567050219,0.0487191379070282,0.15187928080558777,0.0050477623008191586,1.0000284910202026,9.159160614013672,[-0.85101044 -0.534937   -1.7743301 ],[4.516676 3.434596 9.486758],-36.155006408691406,11.054607391357422,0.007240857928991318,0.013495556078851223,0.1208881288766861,0.006362373009324074,1.0000571012496948,1.0017713904380798,[-0.85101044 -0.534937   -1.7743301 ],[4.516676 3.434596 9.486758],-36.155006408691406,11.054607391357422,0.007978708483278751,0.40213456749916077,6.168336391448975,0.007133448030799627,1.0399142503738403,5.89393949508667,0.1145302951335907,"[0.00102118 0.05461311 0.05476308 0.05461505 0.05298842 0.00102118
 0.00341835 0.05443077 0.05412765 0.0545673 ]","[0.00102118 0.05480938 0.05436066 0.05442084 0.00102118 0.05449811
 0.05456239 0.05205852 0.00102118 0.00313982 0.00102118 0.05446427
 0.05416575 0.00102118 0.0544138 ]",0.9999854564666748,1.0008374452590942,9.0,0.11569876223802565,0.0986282381964372,0.001,0.09868073720732298,-0.0011684671044349532,-0.010202253500456162,,,,,,0.39385128021240234,,False,,,44996,f3a149b9f4ad4777bcdf2125092e59f7,2021-02-28_00-00-58,1614466858,17651.770407915115,9860,iccluster087,10.90.40.13,rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation,/home/sergei/causality-disentanglement-rl/results/rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation/2021_02_27_10_36_31__a8033c0c-78e7-11eb-927a-90e2baa15230,causal_sparse,"['/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/rl_const_sparsity_obs_space.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/env_ve2_with_rew_done.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/ve2_modes_ablation.gin']",True,ten_features,17651.770407915115,0,44996,20.0,17.2,a8033_00005,5__gin__mode__grid_search=ten_features,450.13,6.0,,7.3909759521484375e-06,0.0,225.12735,0.0,22512735.0,45013000.0,0.5001385155399551,0.96,0.19980347199475926,0.96,0.24516868653783164,
44995.0,1000.0,0.33,0.03162273019552231,0.04,12.125438690185547,0.1,0.030763229355216026,0.029,0.29609763622283936,0.0033,6.089484214782715,0.5272114872932434,0.014885698535871253,0.9228312289613334,0.0,-1.0,[-0.1018659  0.9773799 -1.3800293],[9.812767  3.5308619 8.196313 ],-33.52753448486328,13.415308952331543,0.0013510832795873284,0.00405195401981473,0.03162273019552231,0.0011617993004620075,1.0000856518745422,12.125438690185547,[-0.1018659  0.9773799 -1.3800293],[9.812767  3.5308619 8.196313 ],-33.52753448486328,13.415308952331543,0.001380604924634099,0.0036030090413987637,0.030763229355216026,0.0011885383864864707,1.0000856518745422,1.0002856850624084,[-0.1018659  0.9773799 -1.3800293],[9.812767  3.5308619 8.196313 ],-33.52753448486328,13.415308952331543,0.001394995371811092,0.43076467514038086,6.089484214782715,0.0012124152854084969,1.0399428009986877,6.081081390380859,0.04790249839425087,"[0.00151546 0.05105617 0.00102118 0.05361624 0.05367898 0.001146
 0.00234902 0.0535042  0.05281586 0.05367687]","[0.00102118 0.05308088 0.05317768 0.05264847 0.00102118 0.05277999
 0.05317369 0.05312876 0.00102118 0.05288189 0.00740096 0.00102118
 0.00248718 0.00792281 0.0132906 ]",0.9999255537986755,1.0007905960083008,12.0,0.0435086451470852,0.09744216877475455,0.001,0.09681204838249932,0.004393853247165673,0.09172492864574704,,,,,,0.2907581329345703,,False,,,44996,c3818de56f4945b0952bd504184b86b0,2021-02-28_07-11-25,1614492685,26658.0287129879,9854,iccluster087,10.90.40.13,rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation,/home/sergei/causality-disentanglement-rl/results/rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation/2021_02_27_10_36_31__a8033c0c-78e7-11eb-927a-90e2baa15230,causal_sparse,"['/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/rl_const_sparsity_obs_space.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/env_ve2_with_rew_done.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/ve2_modes_ablation.gin']",True,single_model_rec,26658.0287129879,0,44996,16.0,19.1,a8033_00006,6__gin__mode__grid_search=single_model_rec,450.13,4.0,,4.5299530029296875e-06,0.0,225.14625,0.0,22514625.0,45013000.0,0.500180503410126,0.0,0.19980347199475926,0.77,0.24516868653783164,
44995.0,1000.0,0.33,0.08987590670585632,0.04,12.113687515258789,0.1,0.08853460103273392,0.029,0.09123379737138748,0.0033,6.390236854553223,0.546793520450592,0.023443074712774653,1.3718568354991054,0.0,-1.0,[-6.9325304 -0.5892731 -0.4748483],[13.952234   9.1989765 16.201048 ],-50.00901412963867,32.76800537109375,0.0017475234344601631,0.01756216771900654,0.08987590670585632,0.0016702485736459494,1.000142753124237,12.113687515258789,[-6.9325304 -0.5892731 -0.4748483],[13.952234   9.1989765 16.201048 ],-50.00901412963867,32.76800537109375,0.0019209276651963592,0.01680910214781761,0.08853460103273392,0.0018034928943961859,1.0002285242080688,1.0003142952919006,[-6.9325304 -0.5892731 -0.4748483],[13.952234   9.1989765 16.201048 ],-50.00901412963867,32.76800537109375,0.0023532798513770103,0.34917983412742615,6.390236854553223,0.0022915853187441826,1.0425713658332825,6.046154022216797,0.05596014484763145,"[0.05388204 0.00102118 0.05391059 0.00102118 0.00102118 0.05360575
 0.00102118 0.0534996  0.05427228 0.05397643]","[0.00102118 0.05226366 0.05414382 0.05321113 0.00102118 0.05403908
 0.0535057  0.05330756 0.00102118 0.00414652 0.00237417 0.07485742
 0.05386737 0.00290238 0.00650067]",1.0002318620681763,1.0008463859558105,12.0,0.05445123091340065,0.0981045712748428,0.001,0.0972648608604685,0.0015089139342307975,0.026964081996915405,,,,,,0.34804630279541016,,False,,,44996,7eaf63a655f3429e876dac6fdbeffb91,2021-02-28_07-02-00,1614492120,25257.546899557114,14268,iccluster087,10.90.40.13,rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation,/home/sergei/causality-disentanglement-rl/results/rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation/2021_02_27_10_36_31__a8033c0c-78e7-11eb-927a-90e2baa15230,causal_sparse,"['/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/rl_const_sparsity_obs_space.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/env_ve2_with_rew_done.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/ve2_modes_ablation.gin']",True,single_model_dec,25257.546899557114,0,44996,18.5,19.0,a8033_00007,7__gin__mode__grid_search=single_model_dec,,,,,,,,,,,0.3,0.19980347199475926,0.77,0.24533245987553226,
44995.0,1000.0,0.33,0.091133713722229,0.04,13.11038589477539,0.1,0.08300142735242844,0.029,0.27261853218078613,0.0033,6.015414714813232,0.5905464887619019,0.015152894801978053,1.8883349382933936,0.0,-1.0,[-1.6096908 -3.9298406 -1.8374248],[4.796846 9.441784 6.4891  ],-26.670255661010742,16.964271545410156,0.00692687276750803,0.022386375814676285,0.091133713722229,0.006978247780352831,1.0000571012496948,13.11038589477539,[-1.6096908 -3.9298406 -1.8374248],[4.796846 9.441784 6.4891  ],-26.670255661010742,16.964271545410156,0.006713080685585737,0.010073541663587093,0.08300142735242844,0.006853237748146057,1.0000571012496948,1.0010285377502441,[-1.6096908 -3.9298406 -1.8374248],[4.796846 9.441784 6.4891  ],-26.670255661010742,16.964271545410156,0.04229358211159706,0.3700059950351715,6.015414714813232,0.039883606135845184,1.03611421585083,6.142857074737549,0.06261692196130751,"[0.05316588 0.00102118 0.0542292  0.00102118 0.00102118 0.05379284
 0.05462372 0.00689154 0.05433264 0.05425366]","[0.00102118 0.05178216 0.05354968 0.05481362 0.00102118 0.0515993
 0.05434202 0.05381079 0.00102118 0.00102118 0.00246513 0.00823988
 0.0181902  0.01666722 0.01311179]",1.0002083778381348,1.0009121894836426,13.0,0.061698246747255325,0.0984523398952684,0.001,0.09857334640888903,0.0009186752140521864,0.014671356963535475,,,,,,0.3052067756652832,,False,,,44996,698b46d00cd5452aac44c231ecbd7b80,2021-02-28_16-12-34,1614525154,33024.80106091499,14505,iccluster087,10.90.40.13,rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation,/home/sergei/causality-disentanglement-rl/results/rl_const_sparsity_obs_space_env_ve2_with_rew_done_ve2_modes_ablation/2021_02_27_10_36_31__a8033c0c-78e7-11eb-927a-90e2baa15230,causal_sparse,"['/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/rl_const_sparsity_obs_space.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/env_ve2_with_rew_done.gin', '/home/sergei/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/ve2_modes_ablation.gin']",True,no_mask,33024.80106091499,0,44996,,,a8033_00008,8__gin__mode__grid_search=no_mask,450.13,6.0,,4.5299530029296875e-06,0.0,225.12735,0.0,22512735.0,45013000.0,0.5001385155399551,,,,,
